age_group,gender,height,weight,bmi,exercise_days,exercise_time,days_per_week,minutes_per_day,total_minutes_per_week,target_weight,weight_loss
60-69,male,170.9,48.5,16.6,6日/週,30分未満,6,15,90,47.8,0.7
20-29,female,160.8,51.0,19.7,1日/週,30分未満,1,15,15,49.8,1.3
20-29,female,172.6,49.6,16.6,運動なし,0分,0,0,0,48.1,1.6
50-59,male,165.7,42.7,15.5,運動なし,0分,0,0,0,45.0,-2.3
70,female,165.5,62.2,22.7,1日/週,30〜60分,1,45,45,61.8,0.5
60-69,female,157.3,56.2,22.7,1日/週,30〜60分,1,45,45,54.7,1.4
20-29,male,167.0,67.6,24.2,5日/週,180分以上,5,210,1050,47.1,20.5
50-59,female,174.8,70.8,23.2,4日/週,30〜60分,4,45,180,67.9,3.0
60-69,male,167.6,69.6,24.8,6日/週,120〜180分,6,150,900,51.9,17.6
50-59,male,181.6,59.6,18.1,運動なし,0分,0,0,0,59.3,0.3
70,female,163.2,66.9,25.1,5日/週,30〜60分,5,45,225,62.3,4.6
60-69,male,171.2,82.3,28.1,2日/週,180分以上,2,210,420,73.5,8.8
50-59,female,159.0,78.9,31.2,4日/週,30〜60分,4,45,180,75.7,3.2
60-69,male,169.2,69.3,24.2,7日/週,180分以上,7,210,1470,45.0,24.3
70,female,169.1,66.5,23.2,2日/週,30〜60分,2,45,90,64.5,1.9
60-69,male,169.1,60.7,21.2,3日/週,180分以上,3,210,630,47.5,13.3
70,male,163.6,70.3,26.3,5日/週,60〜120分,5,90,450,62.0,8.3
20-29,male,167.8,83.5,29.7,4日/週,30〜60分,4,45,180,79.3,4.2
70,female,166.5,66.5,24.0,5日/週,60〜120分,5,90,450,58.1,8.4
60-69,male,160.5,82.9,32.2,7日/週,30〜60分,7,45,315,77.1,5.7
50-59,female,159.9,58.8,23.0,4日/週,60〜120分,4,90,360,51.9,6.9
70,male,173.8,79.1,26.2,3日/週,30分未満,3,15,45,78.3,0.8
20-29,male,182.4,66.5,20.0,4日/週,120〜180分,4,150,600,54.4,12.1
30-39,male,178.5,62.7,19.7,5日/週,30〜60分,5,45,225,58.1,4.6
20-29,male,175.9,75.5,24.4,7日/週,120〜180分,7,150,1050,55.4,20.0
30-39,female,163.8,44.3,16.5,1日/週,30〜60分,1,45,45,45.0,-0.7
20-29,male,178.6,72.3,22.7,7日/週,120〜180分,7,150,1050,51.8,20.6
60-69,male,171.5,72.5,24.6,3日/週,120〜180分,3,150,450,64.4,8.1
70,male,169.5,68.7,23.9,2日/週,30分未満,2,15,30,68.6,0.2
40-49,female,158.1,53.6,21.5,4日/週,30分未満,4,15,60,53.1,0.5
50-59,female,162.5,58.8,22.3,1日/週,60〜120分,1,90,90,56.4,2.4
20-29,male,170.3,72.5,25.0,5日/週,30〜60分,5,45,225,69.1,3.4
30-39,female,161.8,65.1,24.9,4日/週,60〜120分,4,90,360,58.0,7.1
60-69,female,167.4,62.3,22.2,5日/週,120〜180分,5,150,750,47.5,14.8
30-39,male,170.9,81.5,27.9,6日/週,180分以上,6,210,1260,56.7,24.8
70,female,161.1,78.0,30.0,7日/週,180分以上,7,210,1470,49.0,29.0
60-69,female,170.4,77.2,26.6,4日/週,120〜180分,4,150,600,65.8,11.4
20-29,female,165.3,46.7,17.1,1日/週,30分未満,1,15,15,45.7,1.0
50-59,male,168.5,64.8,22.8,6日/週,120〜180分,6,150,900,46.7,18.1
40-49,male,178.1,78.2,24.7,運動なし,0分,0,0,0,77.5,0.7
60-69,male,177.0,77.7,24.8,4日/週,30〜60分,4,45,180,75.0,2.7
70,female,162.0,59.7,22.8,1日/週,120〜180分,1,150,150,56.9,2.8
60-69,male,172.1,74.0,25.0,5日/週,30分未満,5,15,75,72.8,1.2
40-49,male,173.2,68.1,22.7,5日/週,180分以上,5,210,1050,47.2,20.9
50-59,female,166.3,49.8,18.0,3日/週,120〜180分,3,150,450,45.0,4.8
70,male,171.0,71.9,24.6,4日/週,180分以上,4,210,840,56.3,15.6
40-49,female,159.0,66.2,26.2,4日/週,30〜60分,4,45,180,62.8,3.5
40-49,male,178.5,75.4,23.7,2日/週,60〜120分,2,90,180,72.0,3.4
30-39,male,171.6,74.3,25.2,3日/週,60〜120分,3,90,270,68.8,5.4
60-69,male,180.2,78.6,24.2,1日/週,180分以上,1,210,210,75.0,3.7
70,female,168.8,54.0,18.9,3日/週,60〜120分,3,90,270,48.4,5.5
20-29,female,161.0,71.1,27.4,1日/週,120〜180分,1,150,150,67.3,3.8
50-59,female,178.0,55.8,17.6,4日/週,180分以上,4,210,840,45.0,10.8
70,female,166.0,56.2,20.4,4日/週,30分未満,4,15,60,55.8,0.5
20-29,male,168.5,57.4,20.2,5日/週,120〜180分,5,150,750,45.0,12.4
50-59,male,174.4,65.7,21.6,3日/週,120〜180分,3,150,450,57.2,8.5
50-59,female,165.3,50.2,18.4,5日/週,30分未満,5,15,75,48.0,2.2
60-69,female,168.3,50.2,17.7,2日/週,120〜180分,2,150,300,45.0,5.2
50-59,male,169.5,72.7,25.3,7日/週,30分未満,7,15,105,71.2,1.4
40-49,male,173.2,69.8,23.3,2日/週,30分未満,2,15,30,69.1,0.8
20-29,male,172.9,78.4,26.2,運動なし,0分,0,0,0,78.4,-0.0
70,male,170.0,68.7,23.8,3日/週,60〜120分,3,90,270,63.3,5.4
50-59,female,159.3,67.6,26.6,5日/週,120〜180分,5,150,750,52.6,15.1
30-39,male,173.7,70.7,23.4,2日/週,60〜120分,2,90,180,66.8,3.8
20-29,female,170.3,48.9,16.9,5日/週,60〜120分,5,90,450,45.0,3.9
50-59,female,169.3,62.2,21.7,2日/週,30分未満,2,15,30,61.4,0.8
70,female,167.8,47.8,17.0,5日/週,180分以上,5,210,1050,45.0,2.8
20-29,male,174.2,66.3,21.9,3日/週,120〜180分,3,150,450,56.7,9.6
20-29,male,178.0,84.4,26.6,7日/週,120〜180分,7,150,1050,63.5,20.9
60-69,female,171.3,60.2,20.5,3日/週,30〜60分,3,45,135,57.6,2.6
30-39,female,163.2,77.6,29.1,2日/週,180分以上,2,210,420,67.6,10.0
40-49,female,164.5,50.8,18.8,5日/週,60〜120分,5,90,450,45.0,5.8
50-59,female,157.1,76.7,31.1,5日/週,180分以上,5,210,1050,56.1,20.5
20-29,male,169.3,59.9,20.9,4日/週,180分以上,4,210,840,45.0,14.9
70,male,170.8,83.0,28.5,7日/週,120〜180分,7,150,1050,62.6,20.4
20-29,female,162.5,71.5,27.1,1日/週,180分以上,1,210,210,67.3,4.2
40-49,female,176.4,69.8,22.4,1日/週,120〜180分,1,150,150,67.6,2.2
60-69,female,160.4,88.7,34.5,6日/週,30分未満,6,15,90,87.7,1.0
30-39,female,160.6,67.9,26.3,4日/週,120〜180分,4,150,600,56.9,11.0
40-49,female,167.5,66.7,23.8,4日/週,120〜180分,4,150,600,55.4,11.3
40-49,male,163.7,88.6,33.1,1日/週,30分未満,1,15,15,88.5,0.1
50-59,male,171.5,69.9,23.8,2日/週,60〜120分,2,90,180,66.0,3.9
70,female,165.0,57.6,21.1,4日/週,60〜120分,4,90,360,50.9,6.7
70,male,178.9,84.2,26.3,7日/週,30〜60分,7,45,315,78.0,6.2
30-39,female,164.1,62.3,23.1,3日/週,180分以上,3,210,630,49.1,13.2
60-69,female,158.9,58.8,23.3,2日/週,30分未満,2,15,30,58.2,0.6
70,male,160.9,73.4,28.4,運動なし,0分,0,0,0,73.9,-0.4
60-69,female,170.9,47.7,16.3,2日/週,180分以上,2,210,420,45.0,2.7
70,male,176.5,44.4,14.2,2日/週,60〜120分,2,90,180,45.0,-0.6
20-29,female,159.0,46.2,18.3,2日/週,120〜180分,2,150,300,45.0,1.2
60-69,male,174.8,59.5,19.5,7日/週,60〜120分,7,90,630,47.9,11.6
60-69,female,167.2,60.4,21.6,3日/週,180分以上,3,210,630,48.2,12.2
40-49,male,164.0,66.5,24.7,7日/週,30〜60分,7,45,315,60.2,6.3
60-69,female,158.0,70.0,28.0,3日/週,30〜60分,3,45,135,67.0,3.0
50-59,male,172.3,84.7,28.5,5日/週,30分未満,5,15,75,83.8,0.8
20-29,female,164.1,63.7,23.7,6日/週,180分以上,6,210,1260,45.0,18.7
50-59,male,174.4,68.4,22.5,2日/週,120〜180分,2,150,300,62.4,6.0
70,male,165.6,79.9,29.1,7日/週,120〜180分,7,150,1050,59.3,20.6
20-29,male,173.2,88.3,29.4,4日/週,30分未満,4,15,60,87.8,0.4
60-69,male,174.1,95.7,31.6,4日/週,60〜120分,4,90,360,89.0,6.7
30-39,male,167.5,86.4,30.8,4日/週,30〜60分,4,45,180,82.8,3.6
60-69,female,164.2,82.9,30.8,運動なし,0分,0,0,0,82.9,-0.0
70,male,170.5,75.0,25.8,7日/週,60〜120分,7,90,630,63.0,12.0
50-59,male,176.3,72.4,23.3,2日/週,60〜120分,2,90,180,68.7,3.7
30-39,female,159.9,64.0,25.0,運動なし,0分,0,0,0,63.8,0.2
60-69,female,153.2,58.1,24.8,7日/週,180分以上,7,210,1470,45.0,13.1
50-59,male,167.8,60.3,21.4,運動なし,0分,0,0,0,60.6,-0.3
40-49,male,163.6,59.6,22.3,7日/週,30分未満,7,15,105,57.3,2.3
50-59,female,166.5,50.7,18.3,7日/週,60〜120分,7,90,630,45.0,5.7
50-59,male,173.9,58.8,19.4,2日/週,180分以上,2,210,420,50.9,7.9
60-69,male,172.0,54.8,18.5,2日/週,30分未満,2,15,30,54.5,0.3
50-59,male,177.6,78.2,24.8,5日/週,30分未満,5,15,75,77.8,0.4
20-29,male,160.4,75.0,29.2,1日/週,120〜180分,1,150,150,72.9,2.1
30-39,male,165.3,60.7,22.2,1日/週,30〜60分,1,45,45,59.7,1.0
50-59,male,176.4,83.3,26.8,5日/週,30分未満,5,15,75,82.9,0.4
60-69,female,163.4,66.1,24.8,4日/週,30〜60分,4,45,180,62.6,3.5
60-69,female,165.7,37.1,13.5,1日/週,180分以上,1,210,210,45.0,-7.9
40-49,male,168.6,83.3,29.3,1日/週,120〜180分,1,150,150,80.7,2.6
60-69,female,168.1,67.7,24.0,2日/週,30〜60分,2,45,90,66.1,1.6
60-69,male,176.4,70.2,22.6,運動なし,0分,0,0,0,69.6,0.6
70,female,166.2,57.2,20.7,4日/週,30分未満,4,15,60,56.4,0.8
60-69,male,173.0,73.7,24.6,3日/週,30分未満,3,15,45,72.5,1.2
30-39,male,167.6,72.2,25.7,4日/週,180分以上,4,210,840,55.6,16.6
70,female,158.8,65.3,25.9,4日/週,30〜60分,4,45,180,62.6,2.6
70,male,168.2,65.2,23.1,4日/週,60〜120分,4,90,360,57.9,7.4
50-59,female,160.5,55.7,21.6,6日/週,180分以上,6,210,1260,45.0,10.7
20-29,female,164.8,54.0,19.9,7日/週,120〜180分,7,150,1050,45.0,9.0
70,female,158.8,50.9,20.2,3日/週,30〜60分,3,45,135,49.2,1.7
70,male,170.7,64.6,22.2,5日/週,30〜60分,5,45,225,59.9,4.8
30-39,female,164.5,66.4,24.5,3日/週,30分未満,3,15,45,65.3,1.0
20-29,female,161.7,68.9,26.4,2日/週,30〜60分,2,45,90,65.8,3.2
70,female,167.7,57.7,20.5,運動なし,0分,0,0,0,58.7,-0.9
30-39,female,169.2,60.4,21.1,1日/週,180分以上,1,210,210,55.7,4.7
70,female,170.3,44.0,15.2,1日/週,60〜120分,1,90,90,45.0,-1.0
60-69,male,183.3,74.9,22.3,3日/週,120〜180分,3,150,450,66.6,8.3
20-29,female,168.3,66.7,23.6,3日/週,30〜60分,3,45,135,64.0,2.7
40-49,female,166.6,70.9,25.5,1日/週,30〜60分,1,45,45,70.2,0.7
50-59,female,162.0,52.8,20.1,2日/週,60〜120分,2,90,180,48.7,4.2
50-59,male,173.9,68.8,22.8,4日/週,30分未満,4,15,60,67.9,0.9
70,male,166.8,80.9,29.1,7日/週,30〜60分,7,45,315,76.1,4.8
40-49,female,166.2,54.4,19.7,7日/週,30分未満,7,15,105,52.4,2.1
50-59,female,156.6,59.8,24.4,6日/週,30〜60分,6,45,270,54.8,5.0
70,female,164.6,73.4,27.1,4日/週,120〜180分,4,150,600,61.7,11.8
20-29,male,168.0,55.9,19.8,1日/週,30分未満,1,15,15,55.6,0.4
20-29,female,167.2,57.6,20.6,2日/週,60〜120分,2,90,180,53.2,4.3
30-39,female,161.1,46.2,17.8,3日/週,180分以上,3,210,630,45.0,1.2
60-69,male,175.3,73.6,24.0,4日/週,30〜60分,4,45,180,71.0,2.6
60-69,female,169.7,71.5,24.8,7日/週,60〜120分,7,90,630,59.5,12.0
30-39,female,166.2,68.1,24.7,5日/週,60〜120分,5,90,450,58.9,9.2
60-69,female,169.0,47.5,16.6,5日/週,30〜60分,5,45,225,45.0,2.5
20-29,male,165.2,69.8,25.6,4日/週,60〜120分,4,90,360,62.4,7.4
40-49,female,160.4,48.7,18.9,2日/週,60〜120分,2,90,180,45.2,3.5
70,female,170.5,54.0,18.6,5日/週,120〜180分,5,150,750,45.0,9.0
70,female,159.5,68.1,26.8,3日/週,30〜60分,3,45,135,64.6,3.5
60-69,female,160.9,63.6,24.5,運動なし,0分,0,0,0,63.0,0.5
70,female,157.2,61.0,24.7,5日/週,60〜120分,5,90,450,52.3,8.7
30-39,male,179.2,71.3,22.2,6日/週,30分未満,6,15,90,70.2,1.1
70,male,169.9,52.9,18.3,2日/週,30〜60分,2,45,90,51.6,1.3
30-39,female,157.9,68.9,27.6,6日/週,30〜60分,6,45,270,64.0,4.8
70,male,171.3,78.4,26.7,運動なし,0分,0,0,0,79.9,-1.5
20-29,male,172.8,50.3,16.8,2日/週,180分以上,2,210,420,45.0,5.3
60-69,female,161.9,45.7,17.4,3日/週,120〜180分,3,150,450,45.0,0.7
70,male,178.1,90.1,28.4,1日/週,180分以上,1,210,210,86.4,3.7
40-49,male,175.4,73.4,23.9,5日/週,180分以上,5,210,1050,53.2,20.2
40-49,female,166.2,86.5,31.3,5日/週,60〜120分,5,90,450,77.8,8.7
60-69,male,164.2,94.0,34.9,3日/週,180分以上,3,210,630,82.0,12.0
60-69,male,171.4,79.0,26.9,運動なし,0分,0,0,0,79.4,-0.4
60-69,female,167.4,60.3,21.5,5日/週,30〜60分,5,45,225,55.7,4.6
50-59,female,159.2,42.1,16.6,2日/週,30分未満,2,15,30,45.0,-2.9
50-59,male,180.5,64.0,19.7,1日/週,180分以上,1,210,210,59.2,4.8
40-49,male,172.4,58.1,19.5,1日/週,30〜60分,1,45,45,57.9,0.1
20-29,male,176.9,86.7,27.7,2日/週,120〜180分,2,150,300,80.9,5.8
20-29,female,168.0,59.3,21.0,1日/週,30分未満,1,15,15,58.7,0.5
50-59,female,158.8,54.9,21.8,2日/週,120〜180分,2,150,300,48.8,6.1
20-29,female,156.6,60.6,24.7,運動なし,0分,0,0,0,59.6,0.9
70,male,166.7,73.0,26.3,3日/週,120〜180分,3,150,450,64.7,8.3
50-59,male,175.0,65.9,21.5,7日/週,60〜120分,7,90,630,53.5,12.4
40-49,male,170.8,82.1,28.1,7日/週,30分未満,7,15,105,81.4,0.6
40-49,male,170.1,73.7,25.5,5日/週,120〜180分,5,150,750,59.2,14.5
40-49,female,172.3,48.5,16.3,5日/週,180分以上,5,210,1050,45.0,3.5
30-39,female,173.6,69.4,23.0,4日/週,60〜120分,4,90,360,62.3,7.1
40-49,male,171.9,70.7,23.9,4日/週,180分以上,4,210,840,54.5,16.1
50-59,female,171.9,62.6,21.2,6日/週,120〜180分,6,150,900,45.0,17.6
50-59,female,166.0,63.3,23.0,運動なし,0分,0,0,0,62.9,0.5
60-69,male,164.0,61.6,22.9,6日/週,60〜120分,6,90,540,51.2,10.5
30-39,male,170.4,83.1,28.6,2日/週,30分未満,2,15,30,82.4,0.7
20-29,male,171.7,48.2,16.4,4日/週,180分以上,4,210,840,45.0,3.2
30-39,male,175.0,67.5,22.1,2日/週,60〜120分,2,90,180,63.9,3.6
50-59,male,162.6,66.4,25.1,4日/週,180分以上,4,210,840,49.8,16.5
70,female,166.1,47.8,17.3,6日/週,30〜60分,6,45,270,45.0,2.8
40-49,male,175.4,75.9,24.7,運動なし,0分,0,0,0,76.0,-0.2
70,male,162.8,47.0,17.7,7日/週,30〜60分,7,45,315,45.0,2.0
60-69,female,170.6,70.1,24.1,7日/週,30〜60分,7,45,315,64.5,5.6
60-69,female,165.7,53.8,19.6,1日/週,180分以上,1,210,210,49.3,4.5
40-49,female,155.4,38.2,15.8,4日/週,120〜180分,4,150,600,45.0,-6.8
20-29,female,161.3,31.2,12.0,運動なし,0分,0,0,0,45.0,-13.8
40-49,female,157.6,60.1,24.2,4日/週,60〜120分,4,90,360,53.6,6.5
60-69,female,171.5,30.5,10.4,4日/週,120〜180分,4,150,600,45.0,-14.5
20-29,female,170.8,55.8,19.1,1日/週,60〜120分,1,90,90,53.5,2.3
70,female,169.3,70.1,24.4,1日/週,180分以上,1,210,210,66.4,3.6
60-69,male,169.1,69.6,24.3,4日/週,180分以上,4,210,840,52.3,17.3
50-59,female,157.5,62.2,25.1,3日/週,30〜60分,3,45,135,58.9,3.3
30-39,female,168.2,42.3,15.0,4日/週,120〜180分,4,150,600,45.0,-2.7
50-59,male,175.4,62.8,20.4,7日/週,180分以上,7,210,1470,45.0,17.8
20-29,female,170.0,45.5,15.7,3日/週,30〜60分,3,45,135,45.0,0.5
60-69,male,182.3,91.2,27.4,5日/週,180分以上,5,210,1050,71.5,19.7
70,female,166.4,51.9,18.8,6日/週,30〜60分,6,45,270,46.3,5.6
70,female,164.9,63.0,23.2,4日/週,120〜180分,4,150,600,51.6,11.5
40-49,male,165.7,47.5,17.3,6日/週,120〜180分,6,150,900,45.0,2.5
50-59,male,173.2,46.6,15.5,1日/週,120〜180分,1,150,150,45.0,1.6
50-59,female,172.6,61.2,20.5,5日/週,30〜60分,5,45,225,57.0,4.2
50-59,male,172.7,67.2,22.5,1日/週,30分未満,1,15,15,67.2,0.0
60-69,male,173.6,64.3,21.3,5日/週,180分以上,5,210,1050,45.1,19.2
20-29,female,159.1,68.4,27.0,運動なし,0分,0,0,0,68.2,0.3
30-39,male,174.0,63.4,20.9,7日/週,180分以上,7,210,1470,45.0,18.4
40-49,female,170.7,71.4,24.5,5日/週,30分未満,5,15,75,69.9,1.5
50-59,female,167.6,55.3,19.7,4日/週,30〜60分,4,45,180,51.2,4.1
60-69,female,162.1,52.6,20.0,4日/週,180分以上,4,210,840,45.0,7.6
40-49,male,168.3,62.5,22.1,3日/週,60〜120分,3,90,270,56.2,6.2
20-29,female,164.2,64.1,23.8,3日/週,30分未満,3,15,45,62.9,1.2
60-69,female,169.9,56.7,19.7,7日/週,180分以上,7,210,1470,45.0,11.7
20-29,male,169.2,73.2,25.6,3日/週,30分未満,3,15,45,71.8,1.4
40-49,female,163.1,70.1,26.4,5日/週,120〜180分,5,150,750,55.6,14.6
70,male,184.9,64.4,18.8,2日/週,30〜60分,2,45,90,63.3,1.1
50-59,female,161.0,67.9,26.2,4日/週,30〜60分,4,45,180,64.4,3.5
20-29,female,164.7,53.9,19.9,6日/週,180分以上,6,210,1260,45.0,8.9
70,male,173.2,63.0,21.0,2日/週,30分未満,2,15,30,62.8,0.2
20-29,female,165.2,63.0,23.1,3日/週,120〜180分,3,150,450,53.8,9.3
50-59,female,167.8,60.2,21.4,1日/週,30〜60分,1,45,45,58.8,1.5
30-39,female,165.5,67.8,24.7,6日/週,60〜120分,6,90,540,57.4,10.4
30-39,male,168.5,67.8,23.9,2日/週,120〜180分,2,150,300,61.7,6.0
20-29,female,169.8,47.8,16.6,4日/週,60〜120分,4,90,360,45.0,2.8
40-49,female,166.0,60.9,22.1,5日/週,60〜120分,5,90,450,51.5,9.4
50-59,female,166.5,61.2,22.1,5日/週,120〜180分,5,150,750,47.1,14.1
30-39,female,161.4,54.8,21.0,1日/週,30分未満,1,15,15,53.6,1.2
30-39,female,168.0,61.4,21.7,2日/週,30〜60分,2,45,90,59.4,2.0
50-59,female,160.2,50.1,19.5,5日/週,30〜60分,5,45,225,46.0,4.2
60-69,female,163.2,73.9,27.7,4日/週,120〜180分,4,150,600,61.5,12.3
40-49,female,165.6,39.4,14.4,3日/週,30分未満,3,15,45,45.0,-5.6
20-29,male,170.3,84.2,29.0,2日/週,180分以上,2,210,420,75.9,8.3
40-49,male,180.8,78.1,23.9,2日/週,180分以上,2,210,420,69.4,8.6
30-39,female,162.2,55.1,20.9,5日/週,180分以上,5,210,1050,45.0,10.1
30-39,female,160.8,71.7,27.8,5日/週,60〜120分,5,90,450,62.9,8.9
60-69,male,169.3,61.9,21.6,4日/週,120〜180分,4,150,600,50.1,11.7
70,male,171.9,75.3,25.5,3日/週,30分未満,3,15,45,75.6,-0.3
40-49,male,175.9,73.5,23.8,6日/週,180分以上,6,210,1260,49.0,24.6
70,male,168.0,72.0,25.5,運動なし,0分,0,0,0,72.2,-0.2
20-29,male,171.5,84.2,28.6,6日/週,120〜180分,6,150,900,66.4,17.8
60-69,male,176.1,54.9,17.7,5日/週,30〜60分,5,45,225,51.1,3.8
40-49,female,166.3,65.1,23.6,3日/週,120〜180分,3,150,450,56.1,9.1
40-49,male,172.2,62.9,21.2,4日/週,30分未満,4,15,60,62.1,0.8
40-49,female,167.1,53.6,19.2,7日/週,60〜120分,7,90,630,45.0,8.6
20-29,female,162.7,72.7,27.5,4日/週,180分以上,4,210,840,55.8,17.0
30-39,male,177.0,74.2,23.7,3日/週,60〜120分,3,90,270,68.6,5.6
20-29,female,169.6,66.1,23.0,1日/週,180分以上,1,210,210,61.2,5.0
50-59,female,163.3,59.3,22.2,2日/週,120〜180分,2,150,300,52.5,6.7
60-69,male,169.2,48.0,16.8,1日/週,60〜120分,1,90,90,46.0,2.0
30-39,female,163.7,64.4,24.0,3日/週,60〜120分,3,90,270,58.3,6.0
30-39,male,176.6,80.9,26.0,7日/週,60〜120分,7,90,630,68.7,12.2
70,female,167.9,59.8,21.2,3日/週,30〜60分,3,45,135,56.6,3.2
70,male,178.2,80.6,25.4,4日/週,30分未満,4,15,60,79.8,0.8
60-69,female,169.0,57.4,20.1,3日/週,30〜60分,3,45,135,55.1,2.4
60-69,male,170.8,65.7,22.5,6日/週,30〜60分,6,45,270,60.6,5.1
30-39,male,185.1,70.7,20.6,7日/週,60〜120分,7,90,630,58.7,12.0
50-59,male,174.8,61.1,20.0,3日/週,120〜180分,3,150,450,51.6,9.5
30-39,male,169.5,68.3,23.8,7日/週,120〜180分,7,150,1050,47.8,20.6
60-69,male,161.0,71.2,27.5,3日/週,30分未満,3,15,45,69.3,1.9
30-39,female,161.8,66.5,25.4,4日/週,180分以上,4,210,840,49.6,16.9
60-69,male,174.0,60.4,20.0,運動なし,0分,0,0,0,61.2,-0.8
40-49,male,176.3,59.9,19.3,1日/週,120〜180分,1,150,150,56.5,3.4
70,male,169.6,81.0,28.2,7日/週,30分未満,7,15,105,79.1,1.9
20-29,male,169.9,60.1,20.8,1日/週,30〜60分,1,45,45,59.0,1.1
20-29,male,173.8,69.8,23.1,6日/週,180分以上,6,210,1260,46.2,23.6
60-69,female,169.3,53.3,18.6,7日/週,120〜180分,7,150,1050,45.0,8.3
60-69,male,170.1,64.3,22.2,5日/週,30分未満,5,15,75,63.4,0.9
20-29,female,161.4,74.5,28.6,3日/週,30〜60分,3,45,135,70.8,3.6
20-29,female,160.6,80.8,31.3,2日/週,60〜120分,2,90,180,77.8,2.9
40-49,male,161.2,62.1,23.9,5日/週,30分未満,5,15,75,60.0,2.1
30-39,male,169.8,77.5,26.9,3日/週,60〜120分,3,90,270,72.3,5.2
70,female,164.3,82.0,30.4,1日/週,180分以上,1,210,210,77.5,4.5
70,female,168.9,60.1,21.1,7日/週,120〜180分,7,150,1050,45.0,15.1
30-39,female,168.7,50.1,17.6,3日/週,30分未満,3,15,45,49.8,0.3
40-49,female,162.9,62.7,23.6,1日/週,30分未満,1,15,15,61.6,1.1
50-59,female,173.1,58.1,19.4,3日/週,60〜120分,3,90,270,51.8,6.3
40-49,female,169.5,61.6,21.4,6日/週,180分以上,6,210,1260,45.0,16.6
30-39,male,171.2,60.6,20.7,5日/週,120〜180分,5,150,750,45.8,14.8
70,male,177.6,61.8,19.6,7日/週,30〜60分,7,45,315,56.8,5.0
70,male,169.8,83.0,28.8,6日/週,180分以上,6,210,1260,57.8,25.2
60-69,male,173.0,88.1,29.4,6日/週,60〜120分,6,90,540,77.3,10.9
40-49,female,167.3,52.7,18.8,2日/週,180分以上,2,210,420,45.0,7.7
60-69,male,168.2,82.3,29.1,2日/週,120〜180分,2,150,300,76.8,5.6
40-49,male,176.4,75.3,24.2,4日/週,30〜60分,4,45,180,72.3,3.0
70,female,167.9,56.9,20.2,7日/週,30分未満,7,15,105,54.9,2.0
60-69,female,165.9,70.0,25.4,2日/週,60〜120分,2,90,180,67.0,3.0
70,male,171.2,70.2,24.0,6日/週,180分以上,6,210,1260,46.1,24.1
20-29,female,165.3,65.3,23.9,運動なし,0分,0,0,0,65.9,-0.6
70,male,171.3,76.9,26.2,5日/週,120〜180分,5,150,750,63.3,13.6
40-49,male,176.6,74.1,23.8,7日/週,180分以上,7,210,1470,45.0,29.1
40-49,female,167.9,56.1,19.9,7日/週,180分以上,7,210,1470,45.0,11.1
60-69,male,170.0,65.4,22.6,3日/週,120〜180分,3,150,450,56.7,8.8
20-29,male,171.1,64.5,22.0,4日/週,30分未満,4,15,60,64.5,-0.0
60-69,male,171.5,82.1,27.9,1日/週,180分以上,1,210,210,77.5,4.5
70,female,161.4,73.8,28.3,2日/週,60〜120分,2,90,180,69.8,4.0
30-39,female,157.3,51.4,20.8,3日/週,120〜180分,3,150,450,45.0,6.4
70,male,173.7,75.1,24.9,6日/週,30分未満,6,15,90,73.5,1.6
50-59,female,171.6,65.2,22.1,1日/週,60〜120分,1,90,90,63.8,1.4
30-39,female,159.7,77.7,30.4,6日/週,60〜120分,6,90,540,66.9,10.8
60-69,female,164.5,70.7,26.1,1日/週,120〜180分,1,150,150,68.2,2.5
60-69,female,170.1,51.2,17.7,6日/週,30〜60分,6,45,270,45.5,5.7
60-69,male,186.7,77.6,22.3,1日/週,60〜120分,1,90,90,76.1,1.5
50-59,male,175.9,63.4,20.5,3日/週,120〜180分,3,150,450,54.6,8.8
70,male,166.4,61.0,22.0,運動なし,0分,0,0,0,60.7,0.3
60-69,female,163.0,93.4,35.2,6日/週,30〜60分,6,45,270,88.9,4.5
40-49,female,166.3,70.3,25.4,1日/週,180分以上,1,210,210,65.7,4.7
50-59,male,175.5,61.0,19.8,7日/週,30分未満,7,15,105,59.5,1.6
60-69,female,168.2,66.2,23.4,2日/週,180分以上,2,210,420,58.1,8.0
50-59,female,164.5,40.0,14.8,3日/週,30〜60分,3,45,135,45.0,-5.0
50-59,male,169.0,66.3,23.2,5日/週,60〜120分,5,90,450,56.7,9.6
70,male,172.8,81.6,27.3,2日/週,180分以上,2,210,420,74.0,7.6
30-39,female,164.5,68.7,25.4,7日/週,60〜120分,7,90,630,57.1,11.7
20-29,female,165.8,60.6,22.1,6日/週,180分以上,6,210,1260,45.0,15.6
30-39,female,172.2,53.2,17.9,運動なし,0分,0,0,0,52.7,0.4
50-59,female,168.0,71.7,25.4,1日/週,60〜120分,1,90,90,69.5,2.2
30-39,female,161.5,53.8,20.7,7日/週,180分以上,7,210,1470,45.0,8.8
60-69,female,168.9,68.2,23.9,2日/週,180分以上,2,210,420,59.7,8.5
40-49,female,155.1,63.2,26.3,5日/週,30分未満,5,15,75,61.4,1.8
20-29,male,163.5,69.6,26.0,3日/週,180分以上,3,210,630,56.3,13.3
70,male,171.7,70.1,23.8,5日/週,180分以上,5,210,1050,50.1,19.9
70,female,160.1,58.1,22.7,運動なし,0分,0,0,0,57.6,0.4
30-39,female,170.9,51.1,17.5,4日/週,30〜60分,4,45,180,47.7,3.4
